GroupCode,GroupName,CountryCode,CountryName
HPC,Heavily indebted poor countries (HIPC),SDN,Sudan
HPC,Heavily indebted poor countries (HIPC),TZA,Tanzania
HPC,Heavily indebted poor countries (HIPC),TGO,Togo
HPC,Heavily indebted poor countries (HIPC),UGA,Uganda
HPC,Heavily indebted poor countries (HIPC),ZMB,Zambia
HIC,High income,ADO,Andorra
HIC,High income,ATG,Antigua and Barbuda
HIC,High income,ARG,Argentina
HIC,High income,ABW,Aruba
HIC,High income,AUS,Australia
HIC,High income,AUT,Austria
HIC,High income,BHS,"Bahamas, The"
HIC,High income,BHR,Bahrain
HIC,High income,BRB,Barbados
HIC,High income,BEL,Belgium
HIC,High income,BMU,Bermuda
HIC,High income,BRN,Brunei Darussalam
HIC,High income,CAN,Canada
HIC,High income,CYM,Cayman Islands
HIC,High income,CHI,Channel Islands
HIC,High income,CHL,Chile
HIC,High income,HRV,Croatia
HIC,High income,CUW,Curacao
HIC,High income,CYP,Cyprus
HIC,High income,CZE,Czech Republic
HIC,High income,DNK,Denmark
HIC,High income,GNQ,Equatorial Guinea
HIC,High income,EST,Estonia
HIC,High income,FRO,Faroe Islands
HIC,High income,FIN,Finland
HIC,High income,FRA,France
HIC,High income,PYF,French Polynesia
HIC,High income,DEU,Germany
HIC,High income,GRC,Greece
HIC,High income,GRL,Greenland
HIC,High income,GUM,Guam
HIC,High income,HKG,"Hong Kong SAR, China"
HIC,High income,HUN,Hungary
HIC,High income,ISL,Iceland
HIC,High income,IRL,Ireland
HIC,High income,IMY,Isle of Man
HIC,High income,ISR,Israel
HIC,High income,ITA,Italy
HIC,High income,JPN,Japan
HIC,High income,KOR,"Korea, Rep."
HIC,High income,KWT,Kuwait
HIC,High income,LVA,Latvia
HIC,High income,LIE,Liechtenstein
HIC,High income,LTU,Lithuania
HIC,High income,LUX,Luxembourg
HIC,High income,MAC,"Macao SAR, China"
HIC,High income,MLT,Malta
HIC,High income,MCO,Monaco
HIC,High income,NLD,Netherlands
HIC,High income,NCL,New Caledonia
HIC,High income,NZL,New Zealand
HIC,High income,MNP,Northern Mariana Islands
HIC,High income,NOR,Norway
HIC,High income,OMN,Oman
HIC,High income,POL,Poland
HIC,High income,PRT,Portugal
HIC,High income,PRI,Puerto Rico
HIC,High income,QAT,Qatar
HIC,High income,RUS,Russian Federation
HIC,High income,SMR,San Marino
HIC,High income,SAU,Saudi Arabia
HIC,High income,SYC,Seychelles
HIC,High income,SGP,Singapore
HIC,High income,SXM,Sint Maarten (Dutch part)
HIC,High income,SVK,Slovak Republic
HIC,High income,SVN,Slovenia
HIC,High income,ESP,Spain
HIC,High income,KNA,St. Kitts and Nevis
HIC,High income,MAF,St. Martin (French part)
HIC,High income,SWE,Sweden
HIC,High income,CHE,Switzerland
HIC,High income,TWN,"Taiwan, China"
HIC,High income,TTO,Trinidad and Tobago
HIC,High income,TCA,Turks and Caicos Islands
HIC,High income,ARE,United Arab Emirates
HIC,High income,GBR,United Kingdom
HIC,High income,USA,United States
HIC,High income,URY,Uruguay
HIC,High income,VEN,"Venezuela, RB"
HIC,High income,VIR,Virgin Islands (U.S.)
NOC,High income: nonOECD,ADO,Andorra
NOC,High income: nonOECD,ATG,Antigua and Barbuda
NOC,High income: nonOECD,ARG,Argentina
NOC,High income: nonOECD,ABW,Aruba
NOC,High income: nonOECD,BHS,"Bahamas, The"
NOC,High income: nonOECD,BHR,Bahrain
NOC,High income: nonOECD,BRB,Barbados
NOC,High income: nonOECD,BMU,Bermuda
NOC,High income: nonOECD,BRN,Brunei Darussalam
NOC,High income: nonOECD,CYM,Cayman Islands
NOC,High income: nonOECD,CHI,Channel Islands
NOC,High income: nonOECD,HRV,Croatia
NOC,High income: nonOECD,CUW,Curacao
NOC,High income: nonOECD,CYP,Cyprus
NOC,High income: nonOECD,GNQ,Equatorial Guinea
NOC,High income: nonOECD,FRO,Faroe Islands
NOC,High income: nonOECD,PYF,French Polynesia
NOC,High income: nonOECD,GRL,Greenland
NOC,High income: nonOECD,GUM,Guam
NOC,High income: nonOECD,HKG,"Hong Kong SAR, China"
NOC,High income: nonOECD,IMY,Isle of Man
NOC,High income: nonOECD,KWT,Kuwait
NOC,High income: nonOECD,LVA,Latvia
NOC,High income: nonOECD,LIE,Liechtenstein
NOC,High income: nonOECD,LTU,Lithuania
NOC,High income: nonOECD,MAC,"Macao SAR, China"
NOC,High income: nonOECD,MLT,Malta
NOC,High income: nonOECD,MCO,Monaco
NOC,High income: nonOECD,NCL,New Caledonia
NOC,High income: nonOECD,MNP,Northern Mariana Islands
NOC,High income: nonOECD,OMN,Oman
NOC,High income: nonOECD,PRI,Puerto Rico
NOC,High income: nonOECD,QAT,Qatar
NOC,High income: nonOECD,RUS,Russian Federation
NOC,High income: nonOECD,SMR,San Marino
NOC,High income: nonOECD,SAU,Saudi Arabia
NOC,High income: nonOECD,SYC,Seychelles
NOC,High income: nonOECD,SGP,Singapore
NOC,High income: nonOECD,SXM,Sint Maarten (Dutch part)
NOC,High income: nonOECD,KNA,St. Kitts and Nevis
NOC,High income: nonOECD,MAF,St. Martin (French part)
NOC,High income: nonOECD,TWN,"Taiwan, China"
NOC,High income: nonOECD,TTO,Trinidad and Tobago
NOC,High income: nonOECD,TCA,Turks and Caicos Islands
NOC,High income: nonOECD,ARE,United Arab Emirates
NOC,High income: nonOECD,URY,Uruguay
NOC,High income: nonOECD,VEN,"Venezuela, RB"
NOC,High income: nonOECD,VIR,Virgin Islands (U.S.)
OEC,High income: OECD,AUS,Australia
OEC,High income: OECD,AUT,Austria
OEC,High income: OECD,BEL,Belgium
OEC,High income: OECD,CAN,Canada
OEC,High income: OECD,CHL,Chile
OEC,High income: OECD,CZE,Czech Republic
OEC,High income: OECD,DNK,Denmark
OEC,High income: OECD,EST,Estonia
OEC,High income: OECD,FIN,Finland
OEC,High income: OECD,FRA,France
OEC,High income: OECD,DEU,Germany
OEC,High income: OECD,GRC,Greece
OEC,High income: OECD,HUN,Hungary
OEC,High income: OECD,ISL,Iceland
OEC,High income: OECD,IRL,Ireland
OEC,High income: OECD,ISR,Israel
OEC,High income: OECD,ITA,Italy
OEC,High income: OECD,JPN,Japan
OEC,High income: OECD,KOR,"Korea, Rep."
OEC,High income: OECD,LUX,Luxembourg
OEC,High income: OECD,NLD,Netherlands
OEC,High income: OECD,NZL,New Zealand
OEC,High income: OECD,NOR,Norway
OEC,High income: OECD,POL,Poland
OEC,High income: OECD,PRT,Portugal
OEC,High income: OECD,SVK,Slovak Republic
OEC,High income: OECD,SVN,Slovenia
OEC,High income: OECD,ESP,Spain
OEC,High income: OECD,SWE,Sweden
OEC,High income: OECD,CHE,Switzerland
OEC,High income: OECD,GBR,United Kingdom
OEC,High income: OECD,USA,United States
IBD,IBRD only,ALB,Albania
IBD,IBRD only,DZA,Algeria
IBD,IBRD only,AGO,Angola
IBD,IBRD only,ATG,Antigua and Barbuda
IBD,IBRD only,ARG,Argentina
IBD,IBRD only,ARM,Armenia
IBD,IBRD only,AZE,Azerbaijan
IBD,IBRD only,BLR,Belarus
IBD,IBRD only,BLZ,Belize
IBD,IBRD only,BIH,Bosnia and Herzegovina
IBD,IBRD only,BWA,Botswana
IBD,IBRD only,BRA,Brazil
IBD,IBRD only,BGR,Bulgaria
IBD,IBRD only,CHL,Chile
IBD,IBRD only,CHN,China
IBD,IBRD only,COL,Colombia
IBD,IBRD only,CRI,Costa Rica
IBD,IBRD only,HRV,Croatia
IBD,IBRD only,DOM,Dominican Republic
IBD,IBRD only,ECU,Ecuador
IBD,IBRD only,EGY,"Egypt, Arab Rep."
IBD,IBRD only,SLV,El Salvador
IBD,IBRD only,GNQ,Equatorial Guinea
IBD,IBRD only,FJI,Fiji
IBD,IBRD only,GAB,Gabon
IBD,IBRD only,GEO,Georgia
IBD,IBRD only,GTM,Guatemala
IBD,IBRD only,IND,India
IBD,IBRD only,IDN,Indonesia
IBD,IBRD only,IRN,"Iran, Islamic Rep."
IBD,IBRD only,IRQ,Iraq
IBD,IBRD only,JAM,Jamaica
IBD,IBRD only,JOR,Jordan
IBD,IBRD only,KAZ,Kazakhstan
IBD,IBRD only,KOR,"Korea, Rep."
IBD,IBRD only,LBN,Lebanon
IBD,IBRD only,LBY,Libya
IBD,IBRD only,MKD,"Macedonia, FYR"
IBD,IBRD only,MYS,Malaysia
IBD,IBRD only,MUS,Mauritius
IBD,IBRD only,MEX,Mexico
IBD,IBRD only,MNE,Montenegro
IBD,IBRD only,MAR,Morocco
IBD,IBRD only,NAM,Namibia
IBD,IBRD only,PLW,Palau
IBD,IBRD only,PAN,Panama
IBD,IBRD only,PRY,Paraguay
IBD,IBRD only,PER,Peru
IBD,IBRD only,PHL,Philippines
IBD,IBRD only,POL,Poland
IBD,IBRD only,ROM,Romania
IBD,IBRD only,RUS,Russian Federation
IBD,IBRD only,SRB,Serbia
IBD,IBRD only,SYC,Seychelles
IBD,IBRD only,ZAF,South Africa
IBD,IBRD only,KNA,St. Kitts and Nevis
IBD,IBRD only,SUR,Suriname
IBD,IBRD only,SWZ,Swaziland
IBD,IBRD only,SYR,Syrian Arab Republic
IBD,IBRD only,THA,Thailand
IBD,IBRD only,TTO,Trinidad and Tobago
IBD,IBRD only,TUN,Tunisia
IBD,IBRD only,TUR,Turkey
IBD,IBRD only,TKM,Turkmenistan
IBD,IBRD only,UKR,Ukraine
IBD,IBRD only,URY,Uruguay
IBD,IBRD only,VEN,"Venezuela, RB"
IBT,IDA & IBRD total,AFG,Afghanistan
IBT,IDA & IBRD total,ALB,Albania
IBT,IDA & IBRD total,DZA,Algeria
IBT,IDA & IBRD total,AGO,Angola
IBT,IDA & IBRD total,ATG,Antigua and Barbuda
IBT,IDA & IBRD total,ARG,Argentina
IBT,IDA & IBRD total,ARM,Armenia
IBT,IDA & IBRD total,AZE,Azerbaijan
IBT,IDA & IBRD total,BGD,Bangladesh
IBT,IDA & IBRD total,BLR,Belarus
IBT,IDA & IBRD total,BLZ,Belize
IBT,IDA & IBRD total,BEN,Benin
IBT,IDA & IBRD total,BTN,Bhutan
IBT,IDA & IBRD total,BOL,Bolivia
IBT,IDA & IBRD total,BIH,Bosnia and Herzegovina
IBT,IDA & IBRD total,BWA,Botswana
IBT,IDA & IBRD total,BRA,Brazil
IBT,IDA & IBRD total,BGR,Bulgaria
IBT,IDA & IBRD total,BFA,Burkina Faso
IBT,IDA & IBRD total,BDI,Burundi
IBT,IDA & IBRD total,CPV,Cabo Verde
IBT,IDA & IBRD total,KHM,Cambodia
IBT,IDA & IBRD total,CMR,Cameroon
IBT,IDA & IBRD total,CAF,Central African Republic
IBT,IDA & IBRD total,TCD,Chad
IBT,IDA & IBRD total,CHL,Chile
